Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
07/22/2020,02/01/2020,07/11/2020,Rhode Island Total,All,All Ages,940,"5,457",600,366,25,"1,199",
07/22/2020,02/01/2020,07/11/2020,South Carolina,Male,Under 1 year,0,90,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Carolina,Male,1-4 years,0,18,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Carolina,Male,5-14 years,0,28,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,South Carolina,Male,15-24 years,,256,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Carolina,Male,25-34 years,,452,,,,12,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Carolina,Male,35-44 years,12,531,13,,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Carolina,Male,45-54 years,20,985,48,,,72,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Carolina,Male,55-64 years,73,"2,224",136,27,,190,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Carolina,Male,65-74 years,124,"3,198",213,46,12,303,
07/22/2020,02/01/2020,07/11/2020,South Carolina,Male,75-84 years,161,"3,317",270,65,12,378,
07/22/2020,02/01/2020,07/11/2020,South Carolina,Male,85 years and over,92,"2,361",186,33,,250,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Carolina,Male,All ages,488,"13,460",879,182,50,"1,235",
07/22/2020,02/01/2020,07/11/2020,South Carolina,Female,Under 1 year,0,60,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,South Carolina,Female,1-4 years,0,16,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Carolina,Female,5-14 years,0,18,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,South Carolina,Female,15-24 years,,94,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Carolina,Female,25-34 years,,182,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Carolina,Female,35-44 years,,335,,0,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Carolina,Female,45-54 years,21,651,46,,,64,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Carolina,Female,55-64 years,60,"1,446",107,28,,144,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Carolina,Female,65-74 years,122,"2,339",181,50,,260,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Carolina,Female,75-84 years,131,"2,946",222,55,12,310,
07/22/2020,02/01/2020,07/11/2020,South Carolina,Female,85 years and over,141,"3,957",252,51,11,353,
07/22/2020,02/01/2020,07/11/2020,South Carolina,Female,All ages,479,"12,044",826,194,49,"1,159",
07/22/2020,02/01/2020,07/11/2020,South Carolina,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Carolina Total,All,All Ages,967,"25,505","1,705",376,99,"2,394",
07/22/2020,02/01/2020,07/11/2020,South Dakota,Male,Under 1 year,0,13,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,South Dakota,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Male,5-14 years,0,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Male,15-24 years,0,28,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,South Dakota,Male,25-34 years,,47,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Male,35-44 years,,76,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Male,45-54 years,,105,12,,0,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Male,55-64 years,17,276,30,,,41,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Male,65-74 years,,409,30,,,38,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Male,75-84 years,,488,45,,,54,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Male,85 years and over,14,509,39,,,52,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Male,All ages,57,"1,959",160,26,17,208,
07/22/2020,02/01/2020,07/11/2020,South Dakota,Female,Under 1 year,0,11,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,South Dakota,Female,1-4 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Female,5-14 years,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Female,15-24 years,,,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Female,25-34 years,0,19,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Female,35-44 years,0,33,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Female,45-54 years,,67,,,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Female,55-64 years,,190,22,,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Female,65-74 years,11,301,24,,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Female,75-84 years,,387,23,,,30,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Female,85 years and over,26,785,48,,,68,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Female,All ages,59,"1,808",128,23,,173,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,South Dakota,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,South Dakota Total,All,All Ages,116,"3,767",288,49,26,381,
07/22/2020,02/01/2020,07/11/2020,Tennessee,Male,Under 1 year,,145,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Tennessee,Male,1-4 years,0,31,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Tennessee,Male,5-14 years,0,41,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Tennessee,Male,15-24 years,0,327,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Tennessee,Male,25-34 years,,685,11,,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Tennessee,Male,35-44 years,13,878,36,,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Tennessee,Male,45-54 years,24,"1,553",97,,,119,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Tennessee,Male,55-64 years,66,"3,278",240,26,14,294,
07/22/2020,02/01/2020,07/11/2020,Tennessee,Male,65-74 years,97,"4,348",360,46,23,434,
07/22/2020,02/01/2020,07/11/2020,Tennessee,Male,75-84 years,118,"4,463",397,41,12,486,
07/22/2020,02/01/2020,07/11/2020,Tennessee,Male,85 years and over,52,"3,099",283,21,,318,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Tennessee,Male,All ages,376,"18,848","1,435",152,64,"1,723",
07/22/2020,02/01/2020,07/11/2020,Tennessee,Female,Under 1 year,0,98,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Tennessee,Female,1-4 years,,22,0,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Tennessee,Female,5-14 years,0,19,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Tennessee,Female,15-24 years,0,136,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Tennessee,Female,25-34 years,,340,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Tennessee,Female,35-44 years,,525,26,,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Tennessee,Female,45-54 years,12,955,62,,,77,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Tennessee,Female,55-64 years,33,"2,189",161,18,11,187,
07/22/2020,02/01/2020,07/11/2020,Tennessee,Female,65-74 years,61,"3,349",274,18,12,329,
07/22/2020,02/01/2020,07/11/2020,Tennessee,Female,75-84 years,87,"4,200",339,27,17,416,
07/22/2020,02/01/2020,07/11/2020,Tennessee,Female,85 years and over,93,"5,369",329,35,12,399,
07/22/2020,02/01/2020,07/11/2020,Tennessee,Female,All ages,296,"17,202","1,204",107,66,"1,459",
07/22/2020,02/01/2020,07/11/2020,Tennessee,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Tennessee Total,All,All Ages,672,"36,050","2,639",259,130,"3,182",
07/22/2020,02/01/2020,07/11/2020,Texas,Male,Under 1 year,,465,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Texas,Male,1-4 years,0,100,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Texas,Male,5-14 years,,148,,0,,11,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Texas,Male,15-24 years,,"1,078",28,,0,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Texas,Male,25-34 years,41,"1,675",56,17,,85,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Texas,Male,35-44 years,82,"2,278",121,35,,173,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Texas,Male,45-54 years,214,"4,170",274,80,18,426,
07/22/2020,02/01/2020,07/11/2020,Texas,Male,55-64 years,426,"8,900",713,173,36,"1,002",
07/22/2020,02/01/2020,07/11/2020,Texas,Male,65-74 years,577,"11,969","1,154",282,31,"1,480",
07/22/2020,02/01/2020,07/11/2020,Texas,Male,75-84 years,531,"12,602","1,188",249,41,"1,509",
07/22/2020,02/01/2020,07/11/2020,Texas,Male,85 years and over,358,"10,260",904,160,25,"1,127",
07/22/2020,02/01/2020,07/11/2020,Texas,Male,All ages,"2,237","53,645","4,452",998,165,"5,854",
07/22/2020,02/01/2020,07/11/2020,Texas,Female,Under 1 year,0,353,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Texas,Female,1-4 years,,77,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Texas,Female,5-14 years,0,112,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Texas,Female,15-24 years,,355,10,,,15,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Texas,Female,25-34 years,14,685,20,,,34,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Texas,Female,35-44 years,40,"1,211",78,14,13,116,
07/22/2020,02/01/2020,07/11/2020,Texas,Female,45-54 years,87,"2,454",184,33,21,259,
07/22/2020,02/01/2020,07/11/2020,Texas,Female,55-64 years,183,"5,549",467,79,31,602,
07/22/2020,02/01/2020,07/11/2020,Texas,Female,65-74 years,301,"8,623",750,136,39,954,
07/22/2020,02/01/2020,07/11/2020,Texas,Female,75-84 years,377,"11,507",936,187,34,"1,159",
07/22/2020,02/01/2020,07/11/2020,Texas,Female,85 years and over,462,"15,784","1,099",192,31,"1,400",
07/22/2020,02/01/2020,07/11/2020,Texas,Female,All ages,"1,469","46,710","3,551",647,179,"4,550",
07/22/2020,02/01/2020,07/11/2020,Texas,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Texas Total,All,All Ages,"3,706","100,356","8,003","1,645",344,"10,404",
07/22/2020,02/01/2020,07/11/2020,Utah,Male,Under 1 year,0,58,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Male,5-14 years,0,18,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Male,15-24 years,,107,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Male,25-34 years,,162,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Male,35-44 years,,237,,,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Male,45-54 years,,329,17,,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Male,55-64 years,27,643,37,12,,59,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Male,65-74 years,38,"1,004",73,21,,93,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Male,75-84 years,34,"1,195",75,,,108,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Male,85 years and over,19,"1,196",75,,,94,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Male,All ages,135,"4,957",294,52,27,404,
07/22/2020,02/01/2020,07/11/2020,Utah,Female,Under 1 year,0,55,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Female,5-14 years,0,11,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Utah,Female,15-24 years,,39,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Female,25-34 years,,96,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Female,35-44 years,,151,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Female,45-54 years,,207,11,,,18,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Female,55-64 years,,428,25,,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Female,65-74 years,17,718,44,,,57,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Female,75-84 years,22,"1,171",67,,,86,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Female,85 years and over,26,"1,648",75,,,98,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Utah,Female,All ages,84,"4,532",237,24,13,310,
07/22/2020,02/01/2020,07/11/2020,Utah,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Utah Total,All,All Ages,219,"9,489",531,76,40,714,
07/22/2020,02/01/2020,07/11/2020,Vermont,Male,Under 1 year,0,,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Male,15-24 years,0,10,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Vermont,Male,25-34 years,0,38,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Vermont,Male,35-44 years,,49,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Male,45-54 years,,82,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Male,55-64 years,,204,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Male,65-74 years,,302,17,,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Male,75-84 years,16,385,32,,,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Male,85 years and over,,403,35,,,40,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Male,All ages,33,"1,478",92,12,10,123,
07/22/2020,02/01/2020,07/11/2020,Vermont,Female,Under 1 year,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Vermont,Female,1-4 years,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Vermont,Female,5-14 years,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Vermont,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Female,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Female,35-44 years,,19,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Female,45-54 years,,59,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Female,55-64 years,0,111,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Female,65-74 years,,234,,0,,14,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Female,75-84 years,,325,15,0,,23,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Female,85 years and over,10,579,37,,,48,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Female,All ages,24,"1,344",62,,,90,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Vermont,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Vermont Total,All,All Ages,57,"2,822",154,14,16,213,
07/22/2020,02/01/2020,07/11/2020,Virginia,Male,Under 1 year,0,105,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Virginia,Male,1-4 years,0,17,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Virginia,Male,5-14 years,0,30,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Virginia,Male,15-24 years,,257,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Virginia,Male,25-34 years,,503,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Virginia,Male,35-44 years,18,692,17,,,32,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Virginia,Male,45-54 years,58,"1,246",52,26,,88,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Virginia,Male,55-64 years,143,"2,753",170,68,,254,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Virginia,Male,65-74 years,234,"3,881",264,93,19,424,
07/22/2020,02/01/2020,07/11/2020,Virginia,Male,75-84 years,306,"4,492",358,120,10,553,
07/22/2020,02/01/2020,07/11/2020,Virginia,Male,85 years and over,271,"3,891",292,85,12,489,
07/22/2020,02/01/2020,07/11/2020,Virginia,Male,All ages,"1,035","17,867","1,164",402,61,"1,856",
07/22/2020,02/01/2020,07/11/2020,Virginia,Female,Under 1 year,0,101,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Virginia,Female,1-4 years,0,16,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Virginia,Female,5-14 years,0,20,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Virginia,Female,15-24 years,0,75,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Virginia,Female,25-34 years,,219,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Virginia,Female,35-44 years,14,357,15,,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Virginia,Female,45-54 years,28,734,37,,,60,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Virginia,Female,55-64 years,77,"1,804",124,35,11,177,
07/22/2020,02/01/2020,07/11/2020,Virginia,Female,65-74 years,170,"2,897",198,66,,306,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Virginia,Female,75-84 years,270,"4,290",251,80,12,453,
07/22/2020,02/01/2020,07/11/2020,Virginia,Female,85 years and over,473,"6,480",367,104,15,751,
07/22/2020,02/01/2020,07/11/2020,Virginia,Female,All ages,"1,033","16,993","1,000",299,50,"1,784",
07/22/2020,02/01/2020,07/11/2020,Virginia,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Virginia Total,All,All Ages,"2,068","34,862","2,164",701,111,"3,640",
07/22/2020,02/01/2020,07/11/2020,Washington,Male,Under 1 year,0,80,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Washington,Male,1-4 years,0,18,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Washington,Male,5-14 years,0,27,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Washington,Male,15-24 years,,229,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Washington,Male,25-34 years,,392,14,,,17,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Washington,Male,35-44 years,15,524,16,,,28,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
